"","STORE_NO","REVENUE_2013","ZIP","SQUARE_FEET","U_CITY","U_STATE","CENSUS_REGION","CENSUS_DIVISION","TOT_ATTRITION_2012","TOT_ATTRITION_2013","NUM_ASSISTANT_MANAGERS","NUM_CUST_ACC_REPS","NUM_STORE_MANAGERS","NUM_EMP_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","AVG_PAY_RATE_PAY_TYPE_H","NAT_CURR_ROBBERY","NAT_CURR_BURGLARY","NAT_CURR_MOT_VEH_THEFT","NAT_PAST_ROBBERY","NAT_PAST_BURGLARY","NAT_PAST_MOT_VEH_THEFT","FRONTAGE_ROAD","NUM_PARKING_SPACES","SIGNAGE_VISIBILITY_IND","AUTOZONE_IND","TARGET_IND","WALMART_IND","PAYLESS_IND","COMP_PRESENCE_IND","STRIP_SHOP_CENTER_IND","SINGLE_TENANT_IND","PAD_IN_SHOP_CENTER_IND","MARKETING_EXP_2013","MARKETING_EXP_2012","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","PERC_CONVERTED_TO_AGREEMENT","URBANICITY","CYA01V001","CYB02V001","CYA12V001","CYA12V002","CYA12V003","CYA12V007","CYA12V008","CYA21V001","XCX03V069","PERC_CYEA07V001","PERC_CYEA07V004","PERC_CYEA07V007","PERC_CYEA07V010","PERC_CYB11V006","PERC_CYB11V007","PERC_CYC13VV01","pred_Revenue_2013","diff_Revenue_2013","store_performance"
"1310",2031,753697,74401,4650,"MUSKOGEE","OK","South","West South Central",2,6,6,11,2,4,46000,11.0075,230,602,308,181,513,162,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,1753.59,977.08,13226,428,0.0356607232,"Emerging suburban",42218,16660,7949,16541,14130,3199,5565,107.6,42.25,0.5642380027,0.1535364063,0.1571841395,0.0080771235,0.0233493397,0.0173469388,0.4612487565,768733.055217948,-15036.0552179482,"LOW"
"1311",2032,844189,73069,4600,"NORMAN","OK","South","West South Central",3,2,6,11,1,4,47000,11.655,108,419,132,140,467,143,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,847.13,1527.89,9411,326,0.0805335968,"Suburban",105058,42037,36563,37239,34280,4175,9189,82.01,42.77,0.7888975613,0.0472215348,0.0459365303,0.0409202536,0.0151295287,0.0078502272,0.2506805764,844189.000000006,-5.58793544769287e-09,"LOW"
"1312",2034,684975,73106,4875,"OKLAHOMA CITY","OK","South","West South Central",1,6,4,8,4,4,45000,11.3625,237,530,230,256,384,173,"No","Greater than 10","No",0,0,0,0,0,0,0,0,466.83,972.71,10202,332,0.2095959596,"Suburban",134446,56134,39277,42290,33685,7279,18953,58.29,53.18,0.5168320367,0.2392484715,0.038297904,0.0356500007,0.0236042327,0.0176719991,0.1547312676,746330.510013756,-61355.5100137556,"LOW"
"1313",2035,679407,73119,5500,"OKLAHOMA CITY","OK","South","West South Central",0,2,5,4,4,4,42000,12.455,137,347,168,151,363,191,"No","Greater than 10","Yes",0,0,0,0,0,1,0,0,805.67,557.3,8920,352,0.096969697,"Suburban",135773,49999,28252,52377,43855,6580,14305,50.28,51.86,0.5704521518,0.0671414788,0.0522858006,0.0253879637,0.0387807756,0.0294405888,0.122712174,728959.555995592,-49552.5559955924,"LOW"
"1314",2036,1394342,73109,4000,"OKLAHOMA CITY","OK","South","West South Central",3,3,4,9,2,6,50000,12.415,267,531,279,187,422,194,"No","Greater than 10","Yes",0,0,0,0,0,0,1,0,407.55,206.59,13040,612,0.1612648221,"Suburban",140793,50602,33853,48173,37556,7354,16171,54.93,55.03,0.5056146257,0.1329256426,0.0502368726,0.0137648889,0.0408086637,0.0332200308,0.100381411,1142512.56653071,251829.433469292,"HIGH"
"1315",2037,645499,74447,4150,"OKMULGEE","OK","South","West South Central",0,3,3,5,1,4,44000,11.355,71,152,56,68,206,51,"No","Between 1 and 10","Yes",0,0,0,0,0,0,1,0,610.21,292.34,8658,262,0.0320724691,"Emerging suburban",17162,6601,3740,7069,6133,1237,1812,127.82,40.63,0.5759818203,0.154236103,0.1786505069,0.0051276075,0.0249962127,0.0142402666,1.0558792682,645499.00000002,-2.03726813197136e-08,"LOW"
"1316",2038,813574,74063,3800,"SAND SPRINGS","OK","South","West South Central",1,1,4,6,0,4,46000,11.9275,45,191,53,51,177,56,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,1554.89,800.26,12200,356,0.0369141435,"Emerging suburban",36429,14027,6954,15430,14189,2011,4277,62.37,34.55,0.7587361717,0.0580032392,0.0969831727,0.0045019078,0.0247380053,0.0142582163,0.6098987071,813574.000000006,-6.28642737865448e-09,"LOW"
"1317",2040,1381165,74110,4000,"TULSA","OK","South","West South Central",5,6,6,23,1,8,54000,11.92625,345,780,202,302,760,161,"No","Between 1 and 10","Yes",0,0,0,0,0,0,1,0,1253.55,2124.53,17628,763,0.4133261105,"Suburban",127091,52188,37195,38469,31308,6610,17081,64.74,51.43,0.504166306,0.2768252669,0.0620972374,0.0084742429,0.0252548479,0.0185866483,0.1649762768,1475966.90951629,-94801.9095162908,"LOW"
"1318",2041,897367,74105,4800,"TULSA","OK","South","West South Central",2,5,3,15,1,4,60930,11.3725,165,283,117,203,263,137,"Unable to determine","Greater than 10","No",1,0,0,0,0,0,0,0,600.8,933.08,11035,373,0.0818161878,"Suburban",180032,79826,47923,64955,56726,10491,23290,84.78,42.58,0.6971205119,0.1095527462,0.0568787771,0.0190632776,0.0158093854,0.0101220154,0.1615934945,877259.015386653,20107.9846133469,"HIGH"
"1319",2042,1119345,74012,4611,"BROKEN ARROW","OK","South","West South Central",6,3,10,13,3,5,50000,11.218,23,41,27,23,46,28,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1591.41,1222.26,18354,470,0.0932724747,"Suburban",80264,29493,14520,38907,37739,3248,6288,56.66,40.48,0.8058531845,0.0394323732,0.0522525665,0.029639689,0.0267182043,0.0126131624,0.3687331805,1119345.00000003,-2.6775524020195e-08,"LOW"
"1320",2043,1127793,73122,5540,"WARR ACRES","OK","South","West South Central",4,4,8,17,1,5,50000,11.508,239,521,261,196,357,203,"Unable to determine","Greater than 10","Yes",0,0,0,0,1,1,0,0,549.04,524.46,13344,463,0.1020498127,"Suburban",154392,65650,39891,55665,48078,8105,19342,54.85,44.64,0.657825535,0.1184323022,0.0349629514,0.0401639981,0.0225590251,0.013800457,0.1531232188,1127793.00000002,-1.62981450557709e-08,"LOW"
"1321",2044,684384,73801,4000,"WOODWARD","OK","South","West South Central",5,3,3,8,3,3,43000,10.45,16,16,17,25,19,19,"Yes","Between 1 and 10","No",0,0,0,0,0,1,0,0,403.59,540.08,9792,298,0.044451074,"Emerging suburban",13620,5563,2252,6534,6280,624,1177,122.7,34.32,0.8568281938,0.0051395007,0.0271659325,0.0082966226,0.0212115765,0.0107855474,1.728267254,684384.000000008,-7.91624188423157e-09,"LOW"
"1322",2045,636964,97321,3750,"ALBANY","OR","West","Pacific",2,2,5,5,2,4,61200,12.1656,79,165,77,112,239,104,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,840.77,1089.43,11917,400,0.0430431508,"Emerging suburban",59467,23057,13039,25163,22974,2180,6883,102.12,60.74,0.8783190677,0.0063900987,0.0124775085,0.0131669666,0.0233768487,0.0157869627,0.4113037483,725751.145519134,-88787.1455191338,"LOW"
"1323",2048,497962,97217,5000,"PORTLAND","OR","West","Pacific",3,6,12,14,3,4,60000,12.74,235,530,449,199,397,352,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,1317.41,1078.51,7655,577,0.1104940636,"Suburban",200647,93999,80522,59684,52277,7221,26327,49.87,75.18,0.7567120366,0.0930739059,0.0120709505,0.0406983409,0.0121171502,0.0094788242,0.1524568022,728781.949908632,-230819.949908632,"LOW"
"1324",2049,890465,97236,4004,"PORTLAND","OR","West","Pacific",3,6,7,13,5,4,53750,15.235,339,477,602,316,425,671,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,689.42,1314.14,15123,418,0.0392598854,"Urban",147539,51744,39506,52254,47151,7261,15958,28.32,81.06,0.6940469977,0.0578897783,0.0126339476,0.0865737195,0.0378981138,0.0357915894,0.1482658822,832903.037085584,57561.962914416,"HIGH"
"1325",2050,940305,97305,4026,"SALEM","OR","West","Pacific",5,2,4,14,5,4,54556.25,12.1025,315,478,461,291,408,478,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,277.26,662.15,14322,410,0.064842638,"Suburban",150470,52024,37742,56694,49385,6096,16087,81.58,73.22,0.7234731176,0.0158370439,0.0171063999,0.0245896192,0.0396355528,0.0334845456,0.1260251213,737195.387625622,203109.612374378,"HIGH"
"1326",2052,989454,15010,4120,"BEAVER FALLS","PA","Northeast","Middle Atlantic",0,3,4,6,1,4,53000,11.0725,34,27,21,34,27,18,"No","Greater than 10","Yes",0,0,1,0,0,0,0,0,921.42,1004.75,12569,458,0.2218992248,"Emerging suburban",38498,16277,9870,15956,14726,2568,3803,86.66,57.8,0.903319653,0.065120266,0.0011948673,0.0050651982,0.0146218591,0.0070037476,0.6552548184,989453.999999985,1.51339918375015e-08,"HIGH"
"1327",2053,1011348,15012,6030,"BELLE VERNON","PA","Northeast","Middle Atlantic",4,3,4,9,2,4,49000,10.8125,59,83,34,68,69,32,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,942.69,634.9,11159,393,0.0789790997,"Emerging suburban",51546,22706,12199,21912,20384,4462,4907,104.28,52.94,0.9200713925,0.0514879913,0.0008536065,0.0051410391,0.0147097683,0.0060336475,0.4682031583,1011348.00000005,-4.8195943236351e-08,"LOW"
"1328",2054,674515,19020,3200,"BENSALEM","PA","Northeast","Middle Atlantic",3,0,5,6,4,4,48000,12.975,159,156,243,182,122,239,"Yes","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,1059.71,1110.04,7304,227,0.0469396195,"Urban",186008,70817,50779,77080,70765,12613,14031,48.52,79.61,0.8057556664,0.0812008086,0.0029192293,0.0595243215,0.0242738326,0.0130053518,0.1557513655,674515.000000012,-1.22236087918282e-08,"LOW"
"1329",2055,952961,17201,4722,"CHAMBERSBURG","PA","Northeast","Middle Atlantic",4,6,6,19,1,4,50000,10.815,160,192,118,164,156,109,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1978.79,1851.83,14162,449,0.0405307817,"Emerging suburban",50578,20300,11869,21184,19390,3456,4258,106.11,66.86,0.8605520187,0.0545494088,0.0024714303,0.0116849223,0.0202955665,0.0128571429,0.4995452568,977695.727387374,-24734.7273873737,"LOW"
"1330",2056,605010,17512,3600,"COLUMBIA","PA","Northeast","Middle Atlantic",2,4,4,9,2,3,43000,10.87,123,61,85,116,61,74,"Yes","Greater than 10","Yes",1,0,0,0,0,0,0,0,1183.99,1267.19,12613,403,0.0326765588,"Emerging suburban",51476,20944,11445,23478,22151,2592,4291,56.56,67.38,0.9053150983,0.0304025177,0.0020980651,0.0170759189,0.0201489687,0.0105996944,0.5802315642,741713.729291518,-136703.729291518,"LOW"
"1331",2057,1002889,18301,4300,"EAST STROUDSBURG","PA","Northeast","Middle Atlantic",1,3,4,7,1,5,51000,11.304,54,78,60,98,142,105,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,2067.63,831.37,11017,318,0.0558777016,"Emerging suburban",48483,17232,14146,19908,18450,2656,3505,82.46,93.53,0.7451890353,0.1410185013,0.0028876101,0.0306911701,0.0239090065,0.0190343547,0.556772477,1002889,1.16415321826935e-10,"HIGH"
"1332",2058,734858,18042,4000,"EASTON","PA","Northeast","Middle Atlantic",1,2,2,7,2,3,49000,13.033333333,274,166,252,268,142,236,"No","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,1246.38,905.2,10142,258,0.0398825166,"Suburban",111227,41358,27560,47662,42933,6142,9005,64.54,78.35,0.813714296,0.0843769948,0.0021577495,0.0330854918,0.0234295662,0.0138062769,0.2686218274,695552.52610736,39305.4738926395,"HIGH"
"1333",2059,1130535,18704,4560,"EDWARDSVILLE","PA","Northeast","Middle Atlantic",4,2,4,11,1,5,48000,12.224,173,157,131,157,161,111,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,348.17,411.15,13843,493,0.0917550717,"Suburban",70723,30457,24979,22473,19553,5118,6746,32.12,56.03,0.8880844987,0.0550881609,0.0018381573,0.0126125871,0.0147420954,0.0096529533,0.3130099119,1130534.99999999,1.11758708953857e-08,"HIGH"
"1334",2061,760656,16510,3600,"ERIE","PA","Northeast","Middle Atlantic",1,1,5,5,2,4,42000,11.2775,143,114,67,135,141,68,"Yes","Greater than 10","Yes",0,0,0,1,0,0,0,0,438.13,854.21,13155,521,0.0546924207,"Emerging suburban",68695,26146,20715,24072,20644,3757,5989,46.39,70.25,0.7670718393,0.1590799913,0.0023436931,0.0161001528,0.024745659,0.0175935133,0.2943300095,828771.794225553,-68115.7942255534,"LOW"
"1335",2062,890139,19032,4305,"FOLCROFT","PA","Northeast","Middle Atlantic",4,2,9,11,2,4,46000,11.42,387,62,161,441,66,180,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,928.9,948.45,10470,357,0.0412097426,"Urban",182798,70091,59865,58561,50356,10952,16114,29.02,108.69,0.53444239,0.3949003818,0.0020623858,0.0366032451,0.0283488608,0.0200596368,0.1378625587,890139.000000004,-4.30736690759659e-09,"LOW"
"1336",2063,798112,16323,5500,"SUGARCREEK","PA","Northeast","Middle Atlantic",0,0,3,2,0,4,45000,12.0375,46,47,29,52,50,29,"Yes","Greater than 10","Yes",0,0,0,0,1,0,0,0,1120.87,581.91,11695,514,0.0560156931,"Emerging suburban",13671,5833,3028,5828,5294,963,1527,59.13,48.19,0.950698559,0.0219442616,0.0018286885,0.0053397703,0.0126864392,0.0068575347,1.6992173213,798112.000000018,-1.75787135958672e-08,"LOW"
"1337",2064,1146040,15601,4584,"GREENSBURG","PA","Northeast","Middle Atlantic",3,10,8,15,1,5,49000,10.064,60,54,38,65,65,33,"No","Greater than 10","No",0,0,0,0,0,0,0,0,1495.72,1436.98,12830,495,0.0426356589,"Emerging suburban",80235,34939,19376,35502,32938,4943,8333,85.64,54.93,0.9402754409,0.0323051038,0.0011840219,0.0069545709,0.0113912819,0.0047511377,0.3586215492,1040095.68307331,105944.316926687,"HIGH"
"1338",2065,636801,17331,3150,"HANOVER","PA","Northeast","Middle Atlantic",6,5,4,13,5,3,41000,10,33,56,32,44,51,43,"Yes","Greater than 10","No",0,0,1,0,0,0,0,0,1738.57,473.58,10529,280,0.0467836257,"Emerging suburban",58281,23460,11195,27069,25395,3750,5528,79.96,59.11,0.9408040356,0.0130231122,0.0015957173,0.0086306,0.0202898551,0.0105285592,0.4789382475,632446.444785276,4354.55521472415,"HIGH"
"1339",2066,981298,17104,3900,"HARRISBURG","PA","Northeast","Middle Atlantic",3,3,5,6,2,4,47000,11.2425,549,309,374,546,297,319,"No","Greater than 10","Yes",0,0,0,0,0,0,0,0,1012.06,351.44,13151,386,0.0636333663,"Suburban",125902,53795,41784,39004,32517,8427,12130,41.49,102.25,0.5388794459,0.3292878588,0.0032009023,0.0342965163,0.0207082443,0.0134213217,0.1903226319,827476.660009974,153821.339990026,"HIGH"
"1340",2068,1152520,15904,4000,"JOHNSTOWN","PA","Northeast","Middle Atlantic",1,1,3,6,1,5,48000,12.818,55,49,29,58,42,30,"Yes","Greater than 10","No",0,0,1,1,0,0,0,0,826.7,686.93,18677,975,0.0802997859,"Emerging suburban",41003,17909,11452,16468,15377,3487,3369,64.78,50.31,0.9262005219,0.0431675731,0.0010243153,0.0084384069,0.0123401642,0.0044670278,0.5873472673,1220612.6397696,-68092.6397696035,"LOW"
"1341",2069,1440047,17601,3600,"LANCASTER","PA","Northeast","Middle Atlantic",1,2,4,4,0,5,55000,12.002,272,102,108,304,114,165,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,335.69,596.33,16232,556,0.1025830258,"Suburban",170917,67232,43791,72345,67248,9684,12423,75.46,84.65,0.7553900431,0.0840466425,0.0039434345,0.0342154379,0.021894336,0.0157663018,0.1731717734,1238593.47005269,201453.529947309,"HIGH"
"1342",2070,816418,17042,4320,"LEBANON","PA","Northeast","Middle Atlantic",3,0,4,7,1,4,48000,12.9325,214,59,189,180,83,126,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,1066.76,1351.4,8846,399,0.0632831086,"Emerging suburban",65457,26002,14184,27767,25487,5064,5465,72.21,68.67,0.8519638847,0.0366347373,0.0029179461,0.0125120308,0.0236520268,0.0154603492,0.3600531647,748555.368286065,67862.6317139354,"HIGH"
"1343",2071,1020893,15136,4000,"MCKEES ROCKS","PA","Northeast","Middle Atlantic",6,2,4,13,1,4,56000,10.7975,358,233,102,432,284,124,"Yes","Between 1 and 10","Yes",0,0,0,0,0,0,0,0,521.67,499.21,12967,499,0.4327840416,"Suburban",152033,68413,62186,46413,39810,9021,12877,37.04,76.96,0.7388001289,0.2100662356,0.0017430426,0.015476903,0.0125853274,0.0072939354,0.1712720265,1020893.00000001,-6.86850398778915e-09,"LOW"
"1344",2072,723971,15132,4942,"MC KEESPORT","PA","Northeast","Middle Atlantic",3,1,6,8,3,5,43000,11.68,167,178,66,247,187,74,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,273.97,422.3,11218,436,0.1349009901,"Suburban",75703,33891,19891,27512,24253,7274,8540,37.02,63.95,0.7950543572,0.168606264,0.002021056,0.0042006261,0.0150777493,0.0075831342,0.2880863374,723970.999999995,5.0058588385582e-09,"HIGH"
"1345",2073,820873,16101,5500,"NEW CASTLE","PA","Northeast","Middle Atlantic",0,0,2,2,1,4,51000,13.2625,58,68,38,76,104,48,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,1148.37,1306.47,12225,368,0.1207745323,"Emerging suburban",50443,21467,11109,22375,21092,3951,4245,107.24,53.33,0.9027417085,0.0652221319,0.0009317447,0.0048173186,0.0196114967,0.0080122979,0.4804829213,854257.288516869,-33384.2885168692,"LOW"
"1346",2074,735236,15068,4520,"NEW KENSINGTON","PA","Northeast","Middle Atlantic",3,7,5,11,2,5,0,11.714,135,107,58,272,153,60,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,416.76,673.53,7418,379,0.0719848053,"Emerging suburban",60172,26671,15459,24155,21961,4625,6042,60.67,56.3,0.9100079771,0.0566708768,0.0013627601,0.0065811341,0.0143226726,0.0058865434,0.4234195307,735236.00000001,-1.03609636425972e-08,"LOW"
"1347",2075,859058,19401,8377,"NORRISTOWN","PA","Northeast","Middle Atlantic",3,1,5,8,2,4,55000,11.8875,507,137,369,503,89,322,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,1792.03,1483.64,10690,386,0.0634659651,"Suburban",121258,48967,36425,48542,44495,6110,8407,44.56,99.23,0.6881277936,0.1514869122,0.0024493229,0.0733642316,0.0212183716,0.0173177854,0.2946527239,869991.64729123,-10933.6472912299,"LOW"
"1348",2076,931410,19148,3410,"PHILADELPHIA","PA","Northeast","Middle Atlantic",1,3,5,11,2,4,49000,12.1975,615,87,198,707,104,172,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,963.02,998.65,14987,448,0.059471658,"Superurban",165496,70641,63405,52184,43081,10093,12962,15.21,96.58,0.5985764006,0.1946512302,0.0030333059,0.1330787451,0.0217012783,0.0170156142,0.165085561,981670.239848302,-50260.2398483024,"LOW"
"1349",2077,947101,19134,4700,"PHILADELPHIA","PA","Northeast","Middle Atlantic",4,3,4,9,3,4,51000,12.5025,1184,322,869,1206,346,529,"No","Greater than 10","Yes",1,0,0,0,0,1,0,0,961.49,1360.13,13833,410,0.0787250384,"Superurban",180124,63398,77690,41747,30470,7538,11842,15.37,109.81,0.4990339988,0.222135862,0.0133463614,0.0315837978,0.0392441402,0.0347014101,0.0906209056,935651.692035219,11449.3079647812,"HIGH"
"1350",2078,965896,19120,3604,"PHILADELPHIA","PA","Northeast","Middle Atlantic",2,0,2,5,1,3,53000,12.786666667,761,122,324,876,182,475,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,860.71,579.71,14312,423,0.0823598131,"Superurban",216894,73935,88640,54929,40996,10373,13712,14.8,147.13,0.2039706032,0.546216124,0.005873837,0.0770791262,0.0435247177,0.0356258876,0.0786098278,934682.978275903,31213.0217240974,"HIGH"
"1351",2080,833333,19135,3000,"PHILADELPHIA","PA","Northeast","Middle Atlantic",1,2,4,10,3,5,48000,12.282,360,90,206,334,61,200,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,871.25,1226.48,9528,326,0.0577399929,"Superurban",234938,83606,83469,73372,62272,13126,16325,20.4,94.95,0.5858183861,0.2277153973,0.0035966936,0.0749899974,0.0329521805,0.0226658374,0.0857673088,807107.602806778,26225.3971932222,"HIGH"
"1352",2081,600886,15206,4320,"PITTSBURGH","PA","Northeast","Middle Atlantic",1,1,4,9,1,3,41000,11.716666667,227,174,103,293,139,84,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,726.93,988.74,8622,214,0.0400224425,"Urban",172190,79600,78837,48737,42042,10270,12352,26.59,100.42,0.6072013473,0.2887972588,0.0023404379,0.0685637958,0.0107035176,0.0060175879,0.1808990069,608610.283370809,-7724.28337080928,"LOW"
"1353",2082,771553,15203,2785,"PITTSBURGH","PA","Northeast","Middle Atlantic",1,4,8,9,2,4,45000,10.995,281,172,125,287,261,97,"Yes","Between 1 and 10","Yes",0,0,0,0,0,1,0,0,738.52,710.75,8861,353,0.1077862595,"Urban",192546,85411,89159,55072,47153,10618,13938,33.34,85.87,0.7046368141,0.2085683421,0.0019216187,0.0516499953,0.0117900505,0.0064160354,0.1455028928,760804.96332525,10748.03667475,"HIGH"
"1354",2083,733463,15221,3500,"PITTSBURGH","PA","Northeast","Middle Atlantic",2,8,7,13,2,3,44000,12.043333333,327,191,101,309,208,86,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,1136.48,1054.91,9886,357,0.0759251382,"Suburban",125308,59256,41478,40687,36520,9782,12239,37.53,90.95,0.6116768283,0.3368500016,0.0025457273,0.0155377151,0.0132813555,0.007290401,0.2156207106,732681.708671355,781.291328644729,"HIGH"
"1355",2084,966214,15212,3000,"PITTSBURGH","PA","Northeast","Middle Atlantic",0,5,9,11,1,5,47000,13.164,316,148,122,361,157,96,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,1014.48,406.33,11793,314,0.0631155779,"Urban",234348,105484,100895,68815,58795,12969,19358,49.27,79.51,0.7285532627,0.2075588441,0.0017922065,0.029959718,0.0123336241,0.0072238444,0.1060218137,898172.128959252,68041.871040748,"HIGH"
"1356",2087,820423,19601,6772,"READING","PA","Northeast","Middle Atlantic",4,1,4,10,2,4,45000,10.865,1042,172,426,1049,184,449,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","No",0,0,0,0,0,0,0,0,811.73,574.02,8658,305,0.0430365458,"Suburban",200626,76055,55360,75896,66849,11000,16307,78.09,87.05,0.7055516234,0.0810014654,0.0051289464,0.0168771744,0.0299520084,0.0226678062,0.119550806,834728.160663157,-14305.1606631568,"LOW"
"1357",2088,699669,18508,4200,"SCRANTON","PA","Northeast","Middle Atlantic",2,1,8,9,3,4,44000,11.2725,166,66,83,148,80,79,"Yes","Greater than 10","No",0,0,0,0,0,1,0,0,1088.15,656.13,9187,338,0.0492352513,"Suburban",131108,53491,37744,50440,46523,9762,11776,91.35,60.5,0.8916999725,0.0345974311,0.0016780059,0.0236141197,0.0194612178,0.0099082089,0.1937791744,735364.288122975,-35695.2881229749,"LOW"
"1358",2089,1260166,15501,4000,"SOMERSET","PA","Northeast","Middle Atlantic",2,2,4,14,2,5,55000,10.952,24,30,22,30,39,23,"Yes","Between 1 and 10","Yes",0,0,1,0,0,0,0,0,2146.88,1954.81,23390,876,0.0788053257,"Emerging suburban",16799,6842,3928,7301,6255,1203,1897,80.78,47.22,0.9254122269,0.046728972,0.0013691291,0.0067861182,0.0133002046,0.0055539316,1.4570510149,1357945.95197897,-97779.9519789715,"LOW"
"1359",2090,843461,19320,7200,"COATESVILLE","PA","Northeast","Middle Atlantic",1,3,5,11,3,5,0,11.86,239,79,177,218,74,138,"Yes","Greater than 10","Yes",0,0,0,0,0,1,0,0,703.49,879.54,11601,355,0.0621281064,"Emerging suburban",70627,26055,16685,29713,27074,3490,5594,68.65,95.21,0.7316465374,0.1820833392,0.0019256092,0.0235037592,0.0259834964,0.018460948,0.4701318193,861283.07938366,-17822.0793836603,"LOW"
"1360",2091,1003068,19082,5120,"UPPER DARBY","PA","Northeast","Middle Atlantic",1,2,3,3,3,4,46000,12.07,631,137,244,655,181,355,"No","0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)","Yes",0,0,0,0,0,0,0,0,575.33,766.21,12333,340,0.0564690251,"Superurban",237268,91186,97264,61294,48609,13531,18560,16.84,141.12,0.25939444,0.6296213564,0.0034475783,0.0682898663,0.028293817,0.0222512228,0.0932953453,891123.143769116,111944.856230884,"HIGH"
"1361",2092,1128170,15301,4900,"WASHINGTON","PA","Northeast","Middle Atlantic",3,2,5,7,2,5,50000,10.882,198,80,84,206,97,81,"Yes","Greater than 10","Yes",0,0,0,0,0,0,0,0,383.82,789.64,14581,530,0.1295210166,"Emerging suburban",57006,24642,15309,23436,21552,5205,4179,101.64,59.75,0.9043258604,0.0603971512,0.001298109,0.006648423,0.0118902686,0.0053972892,0.4849138687,1018126.09065555,110043.909344446,"HIGH"
